Run.ID,Fuel,Fuel.DESCRIPTION,Technology,Technology.DESCRIPTION,Emission,Emission.DESCRIPTION,Year,RateOfDemand,Demand,NumberOfNewTechnologyUnits,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,RateOfActivity,RateOfTotalActivity,TotalTechnologyAnnualActivity,TotalAnnualTechnologyActivityByMode,TotalTechnologyModelPeriodActivity,RateOfProductionByTechnologyByMode,RateOfProductionByTechnology,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfProduction,Production,RateOfUseByTechnologyByMode,RateOfUseByTechnology,UseByTechnologyAnnual,UseByTechnology,UseAnnual,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,TotalCapacityInReserveMargin,DemandNeedingReserveMargin,TotalREProductionAnnual,RETotalProductionOfTargetFuelAnnual,AnnualTechnologyEmissionByMode,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,ModelPeriodEmissions
BAU,,,Bosque,,,,2018,,,,12.6363,12.6363,12.6363,12.6363,12.6363,12.6363,12.6363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2019,,,,12.5788,12.5788,12.5788,12.5788,12.5788,12.5788,12.5788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2020,,,,12.5214,12.5214,12.5214,12.5214,12.5214,12.5214,12.5214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2021,,,,12.4644,12.4644,12.4644,12.4644,12.4644,12.4644,12.4644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2022,,,,12.4076,12.4076,12.4076,12.4076,12.4076,12.4076,12.4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2023,,,,12.3512,12.3512,12.3512,12.3512,12.3512,12.3512,12.3512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2024,,,,12.295,12.295,12.295,12.295,12.295,12.295,12.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2025,,,,12.239,12.239,12.239,12.239,12.239,12.239,12.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2026,,,,12.1833,12.1833,12.1833,12.1833,12.1833,12.1833,12.1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2027,,,,12.1278,12.1278,12.1278,12.1278,12.1278,12.1278,12.1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2028,,,,12.0726,12.0726,12.0726,12.0726,12.0726,12.0726,12.0726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2029,,,,12.0177,12.0177,12.0177,12.0177,12.0177,12.0177,12.0177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2030,,,,11.963,11.963,11.963,11.963,11.963,11.963,11.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2031,,,,11.9086,11.9086,11.9086,11.9086,11.9086,11.9086,11.9086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2032,,,,11.8544,11.8544,11.8544,11.8544,11.8544,11.8544,11.8544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2033,,,,11.8005,11.8005,11.8005,11.8005,11.8005,11.8005,11.8005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2034,,,,11.7468,11.7468,11.7468,11.7468,11.7468,11.7468,11.7468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2035,,,,11.6933,11.6933,11.6933,11.6933,11.6933,11.6933,11.6933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2036,,,,11.6401,11.6401,11.6401,11.6401,11.6401,11.6401,11.6401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2037,,,,11.5872,11.5872,11.5872,11.5872,11.5872,11.5872,11.5872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2038,,,,11.5345,11.5345,11.5345,11.5345,11.5345,11.5345,11.5345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2039,,,,11.482,11.482,11.482,11.482,11.482,11.482,11.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2040,,,,11.4298,11.4298,11.4298,11.4298,11.4298,11.4298,11.4298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2041,,,,11.3778,11.3778,11.3778,11.3778,11.3778,11.3778,11.3778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2042,,,,11.326,11.326,11.326,11.326,11.326,11.326,11.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2043,,,,11.2745,11.2745,11.2745,11.2745,11.2745,11.2745,11.2745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2044,,,,11.2233,11.2233,11.2233,11.2233,11.2233,11.2233,11.2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2045,,,,11.1722,11.1722,11.1722,11.1722,11.1722,11.1722,11.1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2046,,,,11.1214,11.1214,11.1214,11.1214,11.1214,11.1214,11.1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2047,,,,11.0709,11.0709,11.0709,11.0709,11.0709,11.0709,11.0709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2048,,,,11.0205,11.0205,11.0205,11.0205,11.0205,11.0205,11.0205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2049,,,,10.9704,10.9704,10.9704,10.9704,10.9704,10.9704,10.9704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2050,,,,10.9205,10.9205,10.9205,10.9205,10.9205,10.9205,10.9205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2051,,,,10.8709,10.8709,10.8709,10.8709,10.8709,10.8709,10.8709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2052,,,,10.8215,10.8215,10.8215,10.8215,10.8215,10.8215,10.8215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2053,,,,10.7723,10.7723,10.7723,10.7723,10.7723,10.7723,10.7723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2054,,,,10.7233,10.7233,10.7233,10.7233,10.7233,10.7233,10.7233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2055,,,,10.6746,10.6746,10.6746,10.6746,10.6746,10.6746,10.6746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2056,,,,10.6261,10.6261,10.6261,10.6261,10.6261,10.6261,10.6261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2057,,,,10.5778,10.5778,10.5778,10.5778,10.5778,10.5778,10.5778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2058,,,,10.5297,10.5297,10.5297,10.5297,10.5297,10.5297,10.5297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2059,,,,10.4818,10.4818,10.4818,10.4818,10.4818,10.4818,10.4818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2060,,,,10.4342,10.4342,10.4342,10.4342,10.4342,10.4342,10.4342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2061,,,,10.3868,10.3868,10.3868,10.3868,10.3868,10.3868,10.3868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2062,,,,10.3396,10.3396,10.3396,10.3396,10.3396,10.3396,10.3396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2063,,,,10.2926,10.2926,10.2926,10.2926,10.2926,10.2926,10.2926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2064,,,,10.2459,10.2459,10.2459,10.2459,10.2459,10.2459,10.2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2065,,,,10.1993,10.1993,10.1993,10.1993,10.1993,10.1993,10.1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2066,,,,10.153,10.153,10.153,10.153,10.153,10.153,10.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2067,,,,10.1069,10.1069,10.1069,10.1069,10.1069,10.1069,10.1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2068,,,,10.061,10.061,10.061,10.061,10.061,10.061,10.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2069,,,,10.0153,10.0153,10.0153,10.0153,10.0153,10.0153,10.0153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Bosque,,,,2070,,,,9.96978,9.96978,9.96978,9.96978,9.96978,9.96978,9.96978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2018,,,,8.99955,8.99955,8.99955,8.99955,8.99955,8.99955,8.99955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2019,,,,9.0419,9.0419,9.0419,9.0419,9.0419,9.0419,9.0419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2020,,,,9.09476,9.09476,9.09476,9.09476,9.09476,9.09476,9.09476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2021,,,,9.16038,9.16038,9.16038,9.16038,9.16038,9.16038,9.16038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2022,,,,9.25113,9.25113,9.25113,9.25113,9.25113,9.25113,9.25113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2023,,,,9.31317,9.31317,9.31317,9.31317,9.31317,9.31317,9.31317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2024,,,,9.38505,9.38505,9.38505,9.38505,9.38505,9.38505,9.38505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2025,,,,9.44548,9.44548,9.44548,9.44548,9.44548,9.44548,9.44548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2026,,,,9.51212,9.51212,9.51212,9.51212,9.51212,9.51212,9.51212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2027,,,,9.57633,9.57633,9.57633,9.57633,9.57633,9.57633,9.57633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2028,,,,9.63893,9.63893,9.63893,9.63893,9.63893,9.63893,9.63893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2029,,,,9.69748,9.69748,9.69748,9.69748,9.69748,9.69748,9.69748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2030,,,,9.75698,9.75698,9.75698,9.75698,9.75698,9.75698,9.75698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2031,,,,9.81458,9.81458,9.81458,9.81458,9.81458,9.81458,9.81458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2032,,,,9.87257,9.87257,9.87257,9.87257,9.87257,9.87257,9.87257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2033,,,,9.93222,9.93222,9.93222,9.93222,9.93222,9.93222,9.93222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2034,,,,9.98893,9.98893,9.98893,9.98893,9.98893,9.98893,9.98893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2035,,,,10.0455,10.0455,10.0455,10.0455,10.0455,10.0455,10.0455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2036,,,,10.1018,10.1018,10.1018,10.1018,10.1018,10.1018,10.1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2037,,,,10.1571,10.1571,10.1571,10.1571,10.1571,10.1571,10.1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2038,,,,10.2126,10.2126,10.2126,10.2126,10.2126,10.2126,10.2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2039,,,,10.2699,10.2699,10.2699,10.2699,10.2699,10.2699,10.2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2040,,,,10.3263,10.3263,10.3263,10.3263,10.3263,10.3263,10.3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2041,,,,10.3833,10.3833,10.3833,10.3833,10.3833,10.3833,10.3833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2042,,,,10.4403,10.4403,10.4403,10.4403,10.4403,10.4403,10.4403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2043,,,,10.4957,10.4957,10.4957,10.4957,10.4957,10.4957,10.4957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2044,,,,10.5534,10.5534,10.5534,10.5534,10.5534,10.5534,10.5534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2045,,,,10.6099,10.6099,10.6099,10.6099,10.6099,10.6099,10.6099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2046,,,,10.6685,10.6685,10.6685,10.6685,10.6685,10.6685,10.6685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2047,,,,10.7253,10.7253,10.7253,10.7253,10.7253,10.7253,10.7253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2048,,,,10.7819,10.7819,10.7819,10.7819,10.7819,10.7819,10.7819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2049,,,,10.8386,10.8386,10.8386,10.8386,10.8386,10.8386,10.8386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2050,,,,10.8951,10.8951,10.8951,10.8951,10.8951,10.8951,10.8951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2051,,,,10.9502,10.9502,10.9502,10.9502,10.9502,10.9502,10.9502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2052,,,,11.0053,11.0053,11.0053,11.0053,11.0053,11.0053,11.0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2053,,,,11.0603,11.0603,11.0603,11.0603,11.0603,11.0603,11.0603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2054,,,,11.1154,11.1154,11.1154,11.1154,11.1154,11.1154,11.1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2055,,,,11.1704,11.1704,11.1704,11.1704,11.1704,11.1704,11.1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2056,,,,11.2254,11.2254,11.2254,11.2254,11.2254,11.2254,11.2254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2057,,,,11.2802,11.2802,11.2802,11.2802,11.2802,11.2802,11.2802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2058,,,,11.335,11.335,11.335,11.335,11.335,11.335,11.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2059,,,,11.3897,11.3897,11.3897,11.3897,11.3897,11.3897,11.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2060,,,,11.4443,11.4443,11.4443,11.4443,11.4443,11.4443,11.4443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2061,,,,11.4988,11.4988,11.4988,11.4988,11.4988,11.4988,11.4988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2062,,,,11.5532,11.5532,11.5532,11.5532,11.5532,11.5532,11.5532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2063,,,,11.6073,11.6073,11.6073,11.6073,11.6073,11.6073,11.6073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2064,,,,11.6613,11.6613,11.6613,11.6613,11.6613,11.6613,11.6613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2065,,,,11.7151,11.7151,11.7151,11.7151,11.7151,11.7151,11.7151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2066,,,,11.7687,11.7687,11.7687,11.7687,11.7687,11.7687,11.7687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2067,,,,11.8222,11.8222,11.8222,11.8222,11.8222,11.8222,11.8222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2068,,,,11.8757,11.8757,11.8757,11.8757,11.8757,11.8757,11.8757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2069,,,,11.929,11.929,11.929,11.929,11.929,11.929,11.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Tierra_agropecuaria,,,,2070,,,,11.9822,11.9822,11.9822,11.9822,11.9822,11.9822,11.9822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2018,,,,2.37584,2.37584,2.37584,2.37584,2.37584,2.37584,2.37584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2019,,,,2.36906,2.36906,2.36906,2.36906,2.36906,2.36906,2.36906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2020,,,,2.36197,2.36197,2.36197,2.36197,2.36197,2.36197,2.36197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2021,,,,2.35488,2.35488,2.35488,2.35488,2.35488,2.35488,2.35488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2022,,,,2.34779,2.34779,2.34779,2.34779,2.34779,2.34779,2.34779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2023,,,,2.3407,2.3407,2.3407,2.3407,2.3407,2.3407,2.3407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2024,,,,2.3336,2.3336,2.3336,2.3336,2.3336,2.3336,2.3336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2025,,,,2.32651,2.32651,2.32651,2.32651,2.32651,2.32651,2.32651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2026,,,,2.31942,2.31942,2.31942,2.31942,2.31942,2.31942,2.31942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2027,,,,2.31233,2.31233,2.31233,2.31233,2.31233,2.31233,2.31233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2028,,,,2.30524,2.30524,2.30524,2.30524,2.30524,2.30524,2.30524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2029,,,,2.29815,2.29815,2.29815,2.29815,2.29815,2.29815,2.29815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2030,,,,2.29106,2.29106,2.29106,2.29106,2.29106,2.29106,2.29106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2031,,,,2.28397,2.28397,2.28397,2.28397,2.28397,2.28397,2.28397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2032,,,,2.27688,2.27688,2.27688,2.27688,2.27688,2.27688,2.27688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2033,,,,2.26979,2.26979,2.26979,2.26979,2.26979,2.26979,2.26979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2034,,,,2.26269,2.26269,2.26269,2.26269,2.26269,2.26269,2.26269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2035,,,,2.2556,2.2556,2.2556,2.2556,2.2556,2.2556,2.2556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2036,,,,2.24851,2.24851,2.24851,2.24851,2.24851,2.24851,2.24851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2037,,,,2.24142,2.24142,2.24142,2.24142,2.24142,2.24142,2.24142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2038,,,,2.23433,2.23433,2.23433,2.23433,2.23433,2.23433,2.23433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2039,,,,2.22724,2.22724,2.22724,2.22724,2.22724,2.22724,2.22724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2040,,,,2.22015,2.22015,2.22015,2.22015,2.22015,2.22015,2.22015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2041,,,,2.21306,2.21306,2.21306,2.21306,2.21306,2.21306,2.21306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2042,,,,2.20597,2.20597,2.20597,2.20597,2.20597,2.20597,2.20597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2043,,,,2.19888,2.19888,2.19888,2.19888,2.19888,2.19888,2.19888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2044,,,,2.19178,2.19178,2.19178,2.19178,2.19178,2.19178,2.19178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2045,,,,2.18469,2.18469,2.18469,2.18469,2.18469,2.18469,2.18469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2046,,,,2.1776,2.1776,2.1776,2.1776,2.1776,2.1776,2.1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2047,,,,2.17051,2.17051,2.17051,2.17051,2.17051,2.17051,2.17051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2048,,,,2.16342,2.16342,2.16342,2.16342,2.16342,2.16342,2.16342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2049,,,,2.15633,2.15633,2.15633,2.15633,2.15633,2.15633,2.15633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2050,,,,2.14924,2.14924,2.14924,2.14924,2.14924,2.14924,2.14924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2051,,,,2.14215,2.14215,2.14215,2.14215,2.14215,2.14215,2.14215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2052,,,,2.13506,2.13506,2.13506,2.13506,2.13506,2.13506,2.13506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2053,,,,2.12797,2.12797,2.12797,2.12797,2.12797,2.12797,2.12797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2054,,,,2.12087,2.12087,2.12087,2.12087,2.12087,2.12087,2.12087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2055,,,,2.11378,2.11378,2.11378,2.11378,2.11378,2.11378,2.11378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2056,,,,2.10669,2.10669,2.10669,2.10669,2.10669,2.10669,2.10669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2057,,,,2.0996,2.0996,2.0996,2.0996,2.0996,2.0996,2.0996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2058,,,,2.09251,2.09251,2.09251,2.09251,2.09251,2.09251,2.09251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pastizales,,,,2059,,,,2.08542,2.08542,2.08542,2.08542,2.08542,2.08542,2.08542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
