Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2023,FixedOpex2023,VarOpex2023,Opex2023,Externalities2023,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,498,,Bosque,,2018,,12.6363,12.6363,12.6363,12.6363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2019,,12.5788,12.5788,12.5788,12.5788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2020,,12.5214,12.5214,12.5214,12.5214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2021,,12.4644,12.4644,12.4644,12.4644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2022,,12.4076,12.4076,12.4076,12.4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2023,,12.3512,12.3512,12.3512,12.3512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2024,,12.295,12.295,12.295,12.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2025,,12.239,12.239,12.239,12.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2026,,12.1833,12.1833,12.1833,12.1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2027,,12.1278,12.1278,12.1278,12.1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2028,,12.0726,12.0726,12.0726,12.0726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2029,,12.0177,12.0177,12.0177,12.0177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2030,,11.963,11.963,11.963,11.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2031,,11.9086,11.9086,11.9086,11.9086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2032,,11.8544,11.8544,11.8544,11.8544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2033,,11.8005,11.8005,11.8005,11.8005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2034,,11.7468,11.7468,11.7468,11.7468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2035,,11.6933,11.6933,11.6933,11.6933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2036,,11.6401,11.6401,11.6401,11.6401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2037,,11.5872,11.5872,11.5872,11.5872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2038,,11.5345,11.5345,11.5345,11.5345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2039,,11.482,11.482,11.482,11.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2040,,11.4298,11.4298,11.4298,11.4298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2041,,11.3778,11.3778,11.3778,11.3778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2042,,11.326,11.326,11.326,11.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2043,,11.2745,11.2745,11.2745,11.2745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2044,,11.2233,11.2233,11.2233,11.2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2045,,11.1722,11.1722,11.1722,11.1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2046,,11.1214,11.1214,11.1214,11.1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2047,,11.0709,11.0709,11.0709,11.0709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2048,,11.0205,11.0205,11.0205,11.0205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2049,,10.9704,10.9704,10.9704,10.9704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2050,,10.9205,10.9205,10.9205,10.9205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2051,,10.8709,10.8709,10.8709,10.8709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2052,,10.8215,10.8215,10.8215,10.8215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2053,,10.7723,10.7723,10.7723,10.7723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2054,,10.7233,10.7233,10.7233,10.7233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2055,,10.6746,10.6746,10.6746,10.6746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2056,,10.6261,10.6261,10.6261,10.6261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2057,,10.5778,10.5778,10.5778,10.5778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2058,,10.5297,10.5297,10.5297,10.5297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2059,,10.4818,10.4818,10.4818,10.4818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2060,,10.4342,10.4342,10.4342,10.4342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2061,,10.3868,10.3868,10.3868,10.3868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2062,,10.3396,10.3396,10.3396,10.3396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2063,,10.2926,10.2926,10.2926,10.2926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2064,,10.2459,10.2459,10.2459,10.2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2065,,10.1993,10.1993,10.1993,10.1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2066,,10.153,10.153,10.153,10.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2067,,10.1069,10.1069,10.1069,10.1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2068,,10.061,10.061,10.061,10.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2069,,10.0153,10.0153,10.0153,10.0153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Bosque,,2070,,9.96978,9.96978,9.96978,9.96978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2018,,8.99955,8.99955,8.99955,8.99955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2019,,9.0419,9.0419,9.0419,9.0419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2020,,9.09476,9.09476,9.09476,9.09476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2021,,9.16038,9.16038,9.16038,9.16038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2022,,9.25113,9.25113,9.25113,9.25113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2023,,9.31317,9.31317,9.31317,9.31317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2024,,9.38505,9.38505,9.38505,9.38505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2025,,9.44548,9.44548,9.44548,9.44548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2026,,9.51212,9.51212,9.51212,9.51212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2027,,9.57633,9.57633,9.57633,9.57633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2028,,9.63893,9.63893,9.63893,9.63893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2029,,9.69748,9.69748,9.69748,9.69748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2030,,9.75698,9.75698,9.75698,9.75698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2031,,9.81458,9.81458,9.81458,9.81458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2032,,9.87257,9.87257,9.87257,9.87257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2033,,9.93222,9.93222,9.93222,9.93222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2034,,9.98893,9.98893,9.98893,9.98893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2035,,10.0455,10.0455,10.0455,10.0455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2036,,10.1018,10.1018,10.1018,10.1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2037,,10.1571,10.1571,10.1571,10.1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2038,,10.2126,10.2126,10.2126,10.2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2039,,10.2699,10.2699,10.2699,10.2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2040,,10.3263,10.3263,10.3263,10.3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2041,,10.3833,10.3833,10.3833,10.3833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2042,,10.4403,10.4403,10.4403,10.4403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2043,,10.4957,10.4957,10.4957,10.4957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2044,,10.5534,10.5534,10.5534,10.5534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2045,,10.6099,10.6099,10.6099,10.6099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2046,,10.6685,10.6685,10.6685,10.6685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2047,,10.7253,10.7253,10.7253,10.7253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2048,,10.7819,10.7819,10.7819,10.7819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2049,,10.8386,10.8386,10.8386,10.8386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2050,,10.8951,10.8951,10.8951,10.8951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2051,,10.9502,10.9502,10.9502,10.9502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2052,,11.0053,11.0053,11.0053,11.0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2053,,11.0603,11.0603,11.0603,11.0603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2054,,11.1154,11.1154,11.1154,11.1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2055,,11.1704,11.1704,11.1704,11.1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2056,,11.2254,11.2254,11.2254,11.2254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2057,,11.2802,11.2802,11.2802,11.2802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2058,,11.335,11.335,11.335,11.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2059,,11.3897,11.3897,11.3897,11.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2060,,11.4443,11.4443,11.4443,11.4443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2061,,11.4988,11.4988,11.4988,11.4988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2062,,11.5532,11.5532,11.5532,11.5532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2063,,11.6073,11.6073,11.6073,11.6073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2064,,11.6613,11.6613,11.6613,11.6613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,498,,Tierra_agropecuaria,,2065,,11.7151,11.7151,11.7151,11.7151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
