Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2023,FixedOpex2023,VarOpex2023,Opex2023,Externalities2023,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,339,,INORG_RCY_OS,,2018,,0.0023,0.0023,0.0592,0.0569,,,,,,,,,,,0.121798,,,,0.123473,0.121798,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2019,,,0.0023,0.0563,0.0563,,,,,,,,,,,0.117265,,,,0.122171,0.117265,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2020,,0.0029,0.0052,0.0564,0.0564,,,,,,,,,,,0.114307,,,,0.122388,0.114307,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2021,,0.0006,0.0058,0.0541,0.0541,,,,,,,,,,,0.10669,,,,0.117397,0.10669,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2022,,0.006,0.0118,0.0573,0.0573,,,,,,,,,,,0.109955,,,,0.124341,0.109955,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2023,,0.0062,0.018,0.0606,0.0606,,,,,,,,,,,0.113153,,,,0.131502,0.113153,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2024,,0.0062,0.0242,0.064,0.064,,,,,,,,,,,0.116281,,,,0.13888,0.116281,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2025,,0.0062,0.0304,0.0674,0.0674,,,,,,,,,,,0.119158,,,,0.146258,0.119158,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2026,,0.0064,0.0368,0.0709,0.0709,,,,,,,,,,,0.121967,,,,0.153853,0.121967,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2027,,0.1038,0.1406,0.1719,0.0745,,,,,,,,,,,0.124706,,,,0.161665,0.124706,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2028,,,0.1406,0.169,0.0781,,,,,,,,,,,0.127208,,,,0.169477,0.127208,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2029,,,0.1406,0.1662,0.0817,,,,,,,,,,,0.129485,,,,0.177289,0.129485,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2030,,,0.1406,0.1633,0.0854,,,,,,,,,,,0.131701,,,,0.185318,0.131701,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2031,,,0.1406,0.1605,0.0871,,,,,,,,,,,0.130702,,,,0.189007,0.130702,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2032,,,0.1406,0.1577,0.0888,,,,,,,,,,,0.129661,,,,0.192696,0.129661,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2033,,,0.1406,0.1548,0.0904,,,,,,,,,,,0.12844,,,,0.196168,0.12844,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2034,,,0.1406,0.152,0.0921,,,,,,,,,,,0.127328,,,,0.199857,0.127328,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2035,,,0.1406,0.1491,0.0938,,,,,,,,,,,0.126183,,,,0.203546,0.126183,,,,,,,,,,,,,,,,,
BAU,339,,INORG_RCY_OS,,2036,,,0.1406,0.1463,0.0954,,,,,,,,,,,0.124876,,,,0.207018,0.124876,,,,,,,,,,,,,,,,,
